1085802553;1;2;2;0.038476187735796;0.999551713466644;0
1169621316;0;1;2;0;1.00001001358032;0
1136740131;0;0;0;0;0;0
4563748;3;3;3;0;0;0
1289099962;2;1;1;0;0;0
1102235480;0;0;0;0;0;0
428671022;2;2;2;0;0;0
44292286;0;1;1;0.930468261241913;0;0
991781731;1;1;1;0.994098961353302;0;0
438243251;2;1;1;0;0.831153035163879;0
1282389553;1;1;1;0.523430347442627;0.585111141204834;0
667657624;2;3;1;0.921931862831116;0;0
376937733;0;0;0;0;0;0
937465087;3;3;3;0.0656148344278336;0.546748161315918;0
1691052907;0;0;0;0;0;0
1092921926;0;1;1;0;0.951152205467224;0
546099603;0;1;1;0.99894505739212;0;0
259395421;1;1;1;0.281415611505508;0;0
1748026284;0;2;0;0;0;0
1213634759;2;1;2;0;0;0
1470247195;3;2;2;0;0.926313757896423;0
1315394700;0;2;1;0;0.984585464000702;0
866258824;1;1;1;0.164526477456093;0;0
1046338075;0;3;1;0;0;0
892370849;0;0;0;0;0;0
935989323;0;0;0;0;0;0
1462191225;3;1;2;0.658427536487579;0;0
769830625;2;1;1;0.0656148344278336;0.546748161315918;0
767221819;0;0;0;0;0.988322734832764;0
1057898571;3;1;1;0.461026787757874;0;0
1746796979;0;1;1;0.999009490013123;0;0
941882215;0;1;1;0;1.00001001358032;0
548663826;3;2;2;0.59267657995224;0.672341704368591;0
874541471;3;3;0;0;0.831153035163879;0
734302877;0;0;0;0;0;0
1232721620;2;1;1;0.99909895658493;0.000529304961673915;0
sqlite> .exit
artem@MacBook-Pro-MacBook-2 reflexo-main % sqlite3
SQLite version 3.28.0 2019-04-15 14:49:49
Enter ".help" for usage hints.
Connected to a transient in-memory database.
Use ".open FILENAME" to reopen on a persistent database.
sqlite> .open ../db/users.db
sqlite> select * from matrix;
1085802553;1;2;2;0.038476187735796;0.999551713466644;0
1169621316;0;1;2;0;1.00001001358032;0
1136740131;0;0;0;0;0;0
4563748;3;3;3;0;0;0
1289099962;2;1;1;0;0;0
1102235480;0;0;0;0;0;0
428671022;2;2;2;0;0;0
44292286;0;1;1;0.930468261241913;0;0
991781731;1;1;1;0.994098961353302;0;0
438243251;2;1;1;0;0.831153035163879;0
1282389553;1;1;1;0.523430347442627;0.585111141204834;0
667657624;2;3;1;0.921931862831116;0;0
376937733;0;0;0;0;0;0
937465087;3;3;3;0.0656148344278336;0.546748161315918;0
1691052907;0;0;0;0;0;0
1092921926;0;1;1;0;0.951152205467224;0
546099603;0;1;1;0.99894505739212;0;0
259395421;1;1;1;0.281415611505508;0;0
1748026284;0;2;0;0;0;0
1213634759;2;1;2;0;0;0
1470247195;3;2;2;0;0.926313757896423;0
1315394700;0;2;1;0;0.984585464000702;0
866258824;1;1;1;0.164526477456093;0;0
1046338075;0;3;1;0;0;0
892370849;0;0;0;0;0;0
935989323;0;0;0;0;0;0
1462191225;3;1;2;0.658427536487579;0;0
769830625;2;1;1;0.0656148344278336;0.546748161315918;0
767221819;0;0;0;0;0.988322734832764;0
1057898571;3;1;1;0.461026787757874;0;0
1746796979;0;1;1;0.999009490013123;0;0
941882215;0;1;1;0;1.00001001358032;0
548663826;3;2;2;0.59267657995224;0.672341704368591;0
874541471;3;3;0;0;0.831153035163879;0
734302877;0;0;0;0;0;0
1232721620;2;1;1;0.99909895658493;0.000529304961673915;0